	Y	N
XA0709	0	1
XA0710	0	1
XA0711	0	1
XA0712	0	1
XA0713	0	1
XA0714	0	1
XA0715	0	1
XA0716	0	1
XA0717	0	1
XA0718	0	1
XA0719	0	1
XA0720	0	1
XA0721	0	1
XA0722	0	1
XA0723	0	1
XA0724	0	1
XA0725	0	1
XA0726	0	1
XA0727	0	1
XA0728	0	1
XA0729	0	1
XA0730	0	1
XA0731	0	1
XA0732	0	1
XA0733	0	1
XA0734	0	1
XA0735	0	1
XA0736	0	1
XA0737	0	1
XA0738	0	1
XA0739	0	1
XA0740	0	1
XA0741	0	1
XA0742	0	1
XA0743	0	1
XA0744	0	1
XA0745	0	1
XA0746	0	1
XA0747	0	1
XA0748	0	1
XA0749	0	1
XA0750	0	1
XA0751	0	1
XA0752	0	1
XA0753	0	1
XA0754	0	1
XA0755	0	1
XA0756	0	1
XA0757	0	1
XA0758	0	1
XA0759	0	1
XA0760	0	1
XA0761	0	1
XA0762	0	1
XA0763	0	1
XA0764	0	1
XA0765	0	1
XA0766	0	1
XA0767	0	1
XA0768	0	1
XA0769	0	1
XA0770	0	1
XA0771	0	1
XA0772	0	1
XA0773	0	1
XA0774	0	1
XA0775	0	1
XA0776	0	1
XA0777	0	1
XA0778	0	1
XA0779	0	1
XA0780	0	1
XA0781	0	1
XA0782	0	1
XA0783	0	1
XA0784	0	1
XA0785	0	1
XA0786	0	1
XA0787	0	1
XA0788	0	1
XA0789	0	1
XA0790	0	1
XA0791	0	1
XA0792	0	1
XA0793	0	1
XA0794	0	1
XA0795	0	1
XA0796	0	1
XA0797	0	1
XA0798	0	1
XA0799	0	1
XA0800	0	1
XA0801	0	1
XA0802	0	1
XA0803	0	1
XA0804	0	1
XA0805	0	1
XA0806	0	1
XA0807	0	1
XA0808	0	1
XA0809	0	1
XA0810	0	1
XA0811	0	1
XA0812	0	1
XA0813	0	1
XA0814	0	1
XA0815	0	1
XA0816	0	1
XA0817	0	1
XA0818	0	1
XA0819	0	1
XA0820	0	1
XA0821	0	1
XA0822	0	1
XA0823	0	1
XA0824	0	1
XA0825	0	1
XA0826	0	1
XA0827	0	1
XA0828	0	1
XA0829	0	1
XA0830	0	1
XA0831	0	1
XA0832	0	1
XA0833	0	1
XA0834	0	1
XA0835	0	1
XA0836	0	1
XA0837	0	1
XA0838	0	1
XA0839	0	1
XA0840	0	1
XA0841	0	1
XA0842	0	1
XA0843	0	1
XA0844	0	1
XA0845	0	1
XA0846	0	1
XA0847	0	1
XA0848	0	1
XA0849	0	1
XA0850	0	1
XA0851	0	1
XA0852	0	1
XA0853	0	1
XA0854	0	1
XA0855	0	1
XA0856	0	1
XA0857	0	1
XA0858	0	1
XA0859	0	1
XA0860	0	1
XA0861	0	1
XA0862	0	1
XA0863	0	1
XA0864	0	1
XA0865	0	1
XA0866	0	1
XA0867	0	1
XA0868	0	1
XA0869	0	1
XA0870	0	1
XA0871	0	1
XA0872	0	1
XA0873	0	1
XA0874	0	1
XA0875	0	1
XA0876	0	1
XA0877	0	1
XA0878	0	1
XA0879	0	1
XA0880	0	1
XA0881	0	1
XA0882	0	1
XA0883	0	1
XA0884	0	1
XA0885	0	1
XA0886	0	1
XA0887	0	1
XA0888	0	1
XA0889	0	1
XA0890	0	1
XA0891	0	1
XA0892	0	1
XA0893	0	1
XA0894	0	1
XA0895	0	1
XA0896	0	1
XA0897	0	1
XA0898	0	1
XA0899	0	1
XA0900	0	1
XA0901	0	1
XA0902	0	1
XA0903	0	1
XA0904	0	1
XA0905	0	1
XA0906	0	1
XA0907	0	1
XA0908	0	1
XA0909	0	1
XA0910	0	1
XA0911	0	1
XA0912	0	1
XA0913	0	1
XA0914	0	1
XA0915	0	1
XA0916	0	1
XA0917	0	1
XA0918	0	1
XA0919	0	1
XA0920	0	1
XA0921	0	1
XA0922	0	1
XA0923	0	1
XA0924	0	1
XA0925	0	1
XA0926	0	1
XA0927	0	1
XA0928	0	1
XA0929	0	1
XA0930	0	1
XA0931	0	1
XA0932	0	1
XA0933	0	1
XA0934	0	1
XA0935	0	1
XA0936	0	1
XA0937	0	1
XA0938	0	1
XA0939	0	1
XA0940	0	1
XA0941	0	1
XA0942	0	1
XA0943	0	1
XA0944	0	1
XA0945	0	1
XA0946	0	1
XA0947	0	1
XA0948	0	1
XA0949	0	1
XA0950	0	1
XA0951	0	1
XA0952	0	1
XA0953	0	1
XA0954	0	1
XA0955	0	1
XA0956	0	1
XA0957	0	1
XA0958	0	1
XA0959	0	1
XA0960	0	1
XA0961	0	1
XA0962	0	1
XA0963	0	1
XA0964	0	1
XA0965	0	1
XA0966	0	1
XA0967	0	1
XA0968	0	1
XA0969	0	1
XA0970	0	1
XA0971	0	1
XA0972	0	1
XA0973	0	1
XA0974	0	1
XA0975	0	1
XA0976	0	1
XA0977	0	1
XA0978	0	1
XA0979	0	1
XA0980	0	1
XA0981	0	1
XA0982	0	1
XA0983	0	1
XA0984	0	1
XA0985	0	1
XA0986	0	1
XA0987	0	1
XA0988	0	1
XA0989	0	1
XA0990	0	1
XA0991	0	1
XA0992	0	1
XA0993	0	1
XA0994	0	1
XA0995	0	1
XA0996	0	1
XA0997	0	1
XA0998	0	1
XB0001	0	1
XB0002	0	1
XB0003	0	1
XB0004	0	1
XB0005	0	1
XB0006	0	1
XB0007	0	1
XB0008	0	1
XB0009	0	1
XB0010	0	1
XB0011	0	1
XB0012	0	1
XB0013	0	1
XB0014	0	1
XB0015	0	1
XB0016	0	1
XB0017	0	1
XB0018	0	1
XB0019	0	1
XB0020	0	1
XB0021	0	1
XB0022	0	1
XB0023	0	1
XB0024	0	1
XB0025	0	1
XB0026	0	1
XB0027	0	1
XB0028	0	1
XB0029	0	1
XB0030	0	1
XB0031	0	1
XB0032	0	1
XB0033	0	1
XB0034	0	1
XB0035	0	1
XB0036	0	1
XB0037	0	1
XB0038	0	1
XB0039	0	1
XB0040	0	1
XB0041	0	1
XB0042	0	1
XB0043	0	1
XB0044	0	1
XB0045	0	1
XB0046	0	1
XB0047	0	1
XB0048	0	1
XB0049	0	1
XB0050	0	1
XB0051	0	1
XB0052	0	1
XB0053	0	1
XB0054	0	1
XB0055	0	1
XB0056	0	1
XB0057	0	1
XB0058	0	1
XB0059	0	1
XB0060	0	1
XB0061	0	1
XB0062	0	1
XB0063	0	1
XB0064	0	1
XB0065	0	1
XB0066	0	1
XB0067	0	1
XB0068	0	1
XB0069	0	1
XB0070	0	1
XB0071	0	1
XB0072	0	1
XB0073	0	1
XB0074	0	1
XB0075	0	1
XB0076	0	1
XB0077	0	1
XB0078	0	1
XB0079	0	1
XB0080	0	1
XB0081	0	1
XB0082	0	1
XB0083	0	1
XB0084	0	1
XB0085	0	1
XB0086	0	1
XB0087	0	1
XB0088	0	1
XB0089	0	1
XB0090	0	1
XB0091	0	1
XB0092	0	1
XB0093	0	1
XB0094	0	1
XB0095	0	1
XB0096	0	1
XB0097	0	1
XB0098	0	1
XB0099	0	1
XB0100	0	1
XB0101	0	1
XB0102	0	1
XB0103	0	1
XB0104	0	1
XB0105	0	1
XB0106	0	1
XB0107	0	1
XB0108	0	1
XB0109	0	1
XB0110	0	1
XB0111	0	1
XB0112	0	1
XB0113	0	1
XB0114	0	1
XB0115	0	1
XB0116	0	1
XB0117	0	1
XB0118	0	1
XB0119	0	1
XB0120	0	1
XB0121	0	1
XB0122	0	1
XB0123	0	1
XB0124	0	1
XB0125	0	1
XB0126	0	1
XB0127	0	1
XB0128	0	1
XB0129	0	1
XB0130	0	1
XB0131	0	1
XB0132	0	1
XB0133	0	1
XB0134	0	1
XB0135	0	1
XB0136	0	1
XB0137	0	1
XB0138	0	1
XB0139	0	1
XB0140	0	1
XB0141	0	1
XB0142	0	1
XB0143	0	1
XB0144	0	1
XB0145	0	1
XB0146	0	1
XB0147	0	1
XB0148	0	1
XB0149	0	1
XB0150	0	1
XB0151	0	1
XB0152	0	1
XB0153	0	1
XB0154	0	1
XB0155	0	1
XB0156	0	1
XB0157	0	1
XB0158	0	1
XB0159	0	1
XB0160	0	1
XB0161	0	1
XB0162	0	1
XB0163	0	1
XB0164	0	1
XB0165	0	1
XB0166	0	1
XB0167	0	1
XB0168	0	1
XB0169	0	1
XB0170	0	1
XB0171	0	1
XB0172	0	1
XB0173	0	1
XB0174	0	1
XB0175	0	1
XB0176	0	1
XB0177	0	1
XB0178	0	1
XB0179	0	1
XB0180	0	1
XB0181	0	1
XB0182	0	1
XB0183	0	1
XB0184	0	1
XB0185	0	1
XB0186	0	1
XB0187	0	1
XB0188	0	1
XB0189	0	1
XB0190	0	1
XB0191	0	1
XB0192	0	1
XB0193	0	1
XB0194	0	1
XB0195	0	1
XB0196	0	1
XB0197	0	1
XB0198	0	1
XB0199	0	1
XB0200	0	1
XB0201	0	1
XB0202	0	1
XB0203	0	1
XB0204	0	1
XB0205	0	1
XB0206	0	1
XB0207	0	1
XB0208	0	1
XB0209	0	1
XB0210	0	1
XB0211	0	1
XB0212	0	1
XB0213	0	1
XB0214	0	1
XB0215	0	1
XB0216	0	1
XB0217	0	1
XB0218	0	1
XB0219	0	1
XB0220	0	1
XB0221	0	1
XB0222	0	1
XB0223	0	1
XB0224	0	1
XB0225	0	1
XB0226	0	1
XB0227	0	1
XB0228	0	1
XB0229	0	1
XB0230	0	1
XB0231	0	1
XB0232	0	1
XB0233	0	1
XB0235	0	1
XB0236	0	1
XB0237	0	1
XB0238	0	1
XB0239	0	1
XB0240	0	1
XB0241	0	1
XB0242	0	1
XB0243	0	1
XB0244	0	1
XB0245	0	1
XB0246	0	1
XB0247	0	1
XB0248	0	1
XB0249	0	1
XB0250	0	1
XB0251	0	1
XB0252	0	1
XB0253	0	1
XB0254	0	1
XB0255	0	1
XB0256	0	1
XB0257	0	1
XB0258	0	1
XB0259	0	1
XB0260	0	1
XB0261	0	1
XB0262	0	1
XB0263	0	1
XB0264	0	1
XB0265	0	1
XB0266	0	1
XB0267	0	1
XB0268	0	1
XB0269	0	1
XB0270	0	1
XB0271	0	1
XB0272	0	1
XB0273	0	1
XB0274	0	1
XB0275	0	1
XB0276	0	1
XB0277	0	1
XB0278	0	1
XB0279	0	1
XB0280	0	1
XB0281	0	1
XB0282	0	1
XB0283	0	1
XB0284	0	1
XB0285	0	1
XB0286	0	1
XB0287	0	1
XB0288	0	1
XB0289	0	1
XB0290	0	1
XB0291	0	1
XB0292	0	1
XB0293	0	1
XB0294	0	1
XB0295	0	1
XB0296	0	1
XB0297	0	1
XB0298	0	1
XB0299	0	1
XB0300	0	1
XB0301	0	1
XB0302	0	1
XB0303	0	1
XB0304	0	1
XB0305	0	1
XB0306	0	1
XB0307	0	1
XB0308	0	1
XB0309	0	1
XB0310	0	1
XB0311	0	1
XB0312	0	1
XB0313	0	1
XB0314	0	1
XB0315	0	1
XB0316	0	1
XB0317	0	1
XB0318	0	1
XB0319	0	1
XB0320	0	1
XB0321	0	1
XB0322	0	1
XB0323	0	1
XB0324	0	1
XB0325	0	1
XB0326	0	1
XB0327	0	1
XB0328	0	1
XB0329	0	1
XB0330	0	1
XB0331	0	1
XB0332	0	1
XB0333	0	1
XB0334	0	1
XB0335	0	1
XB0336	0	1
XB0337	0	1
XB0338	0	1
XB0339	0	1
XB0340	0	1
XB0341	0	1
XB0342	0	1
XB0343	0	1
XB0344	0	1
XB0345	0	1
XB0346	0	1
XB0347	0	1
XB0348	0	1
XB0349	0	1
XB0350	0	1
XB0351	0	1
XB0352	0	1
XB0353	0	1
XB0354	0	1
XB0355	0	1
XB0356	0	1
XB0357	0	1
XB0358	0	1
XB0359	0	1
XB0360	0	1
XB0361	0	1
XB0362	0	1
XB0363	0	1
XB0364	0	1
XB0365	0	1
XB0366	0	1
XB0367	0	1
XB0368	0	1
XB0369	0	1
XB0370	0	1
XB0371	0	1
XB0373	0	1
XB0374	0	1
XB0375	0	1
XB0376	0	1
XB0377	0	1
XB0379	0	1
XB0380	0	1
XB0381	0	1
XB0382	0	1
XB0383	0	1
XB0384	0	1
XB0385	0	1
XB0386	0	1
XB0387	0	1
XB0388	0	1
XB0389	0	1
XB0390	0	1
XB0391	0	1
XB0392	0	1
XB0393	0	1
XB0394	0	1
XB0395	0	1
XB0396	0	1
XB0397	0	1
XB0398	0	1
XB0399	0	1
XB0400	0	1
XB0401	0	1
XB0402	0	1
XB0403	0	1
XB0404	0	1
XB0405	0	1
XB0406	0	1
XB0407	0	1
XB0408	0	1
XB0409	0	1
XB0410	0	1
XB0411	0	1
XB0412	0	1
XB0413	0	1
XB0414	0	1
XB0415	0	1
XB0416	0	1
XB0417	0	1
XB0418	0	1
XB0419	0	1
XB0420	0	1
XB0421	0	1
XB0422	0	1
XB0423	0	1
XB0424	0	1
XB0425	0	1
XB0427	0	1
XB0428	0	1
XB0429	0	1
XB0430	0	1
XB0431	0	1
XB0432	0	1
XB0433	0	1
XB0434	0	1
XB0435	0	1
XB0436	0	1
XB0437	0	1
XB0438	0	1
XB0439	0	1
XB0440	0	1
XB0441	0	1
XB0442	0	1
XB0443	0	1
XB0444	0	1
XB0445	0	1
XB0446	0	1
XB0447	0	1
XB0448	0	1
XB0449	0	1
XB0450	0	1
XB0451	0	1
XB0452	0	1
XB0453	0	1
XB0454	0	1
XB0455	0	1
XB0456	0	1
XB0457	0	1
XB0458	0	1
XB0459	0	1
XB0460	0	1
XB0461	0	1
XB0462	0	1
XB0463	0	1
XB0464	0	1
XB0465	0	1
XB0466	0	1
XB0467	0	1
XB0468	0	1
XB0469	0	1
XB0470	0	1
XB0471	0	1
XB0472	0	1
XB0473	0	1
XB0474	0	1
XB0475	0	1
XB0476	0	1
XB0477	0	1
XB0478	0	1
XB0479	0	1
XB0480	0	1
XB0481	0	1
XB0482	0	1
XB0483	0	1
XB0484	0	1
XB0485	0	1
XB0486	0	1
XB0487	0	1
XB0488	0	1
XB0489	0	1
XB0490	0	1
XB0491	0	1
XB0492	0	1
XB0493	0	1
XB0494	0	1
XB0495	0	1
XB0496	0	1
XB0497	0	1
XB0498	0	1
XB0499	0	1
XB0500	0	1
XB0501	0	1
XB0502	0	1
XB0503	0	1
XB0504	0	1
XB0505	0	1
XB0506	0	1
XB0507	0	1
XB0508	0	1
XB0509	0	1
XB0510	0	1
XB0511	0	1
XB0512	0	1
XB0513	0	1
XB0514	0	1
XB0515	0	1
XB0516	0	1
XB0517	0	1
XB0518	0	1
XB0519	0	1
XB0520	0	1
XB0521	0	1
XB0522	0	1
XB0523	0	1
XB0524	0	1
XB0525	0	1
XB0526	0	1
XB0527	0	1
XB0528	0	1
XB0529	0	1
XB0530	0	1
XB0531	0	1
XB0532	0	1
XB0533	0	1
XB0534	0	1
XB0535	0	1
XB0536	0	1
XB0537	0	1
XB0538	0	1
XB0539	0	1
XB0540	0	1
XB0541	0	1
XB0542	0	1
XB0543	0	1
XB0544	0	1
XB0545	0	1
XB0546	0	1
XB0547	0	1
XB0548	0	1
XB0549	0	1
XB0550	0	1
XB0551	0	1
XB0552	0	1
XB0553	0	1
XB0554	0	1
XB0555	0	1
XB0556	0	1
XB0557	0	1
XB0558	0	1
XB0559	0	1
XB0560	0	1
XB0561	0	1
XB0562	0	1
XB0563	0	1
XB0564	0	1
XB0565	0	1
XB0566	0	1
XB0567	0	1
XB0568	0	1
XB0569	0	1
XB0570	0	1
XB0571	0	1
XB0572	0	1
XB0573	0	1
XB0574	0	1
XB0575	0	1
XB0576	0	1
XB0577	0	1
XB0578	0	1
XB0579	0	1
XB0580	0	1
XB0581	0	1
XB0582	0	1
XB0583	0	1
XB0584	0	1
XB0585	0	1
XB0586	0	1
XB0587	0	1
XB0588	0	1
XB0589	0	1
XB0590	0	1
XB0591	0	1
XB0592	0	1
XB0593	0	1
XB0594	0	1
XB0595	0	1
XB0596	0	1
XB0597	0	1
XB0598	0	1
XB0599	0	1
XB0600	0	1
XB0601	0	1
XB0602	0	1
XB0603	0	1
XB0604	0	1
XB0605	0	1
XB0606	0	1
XB0607	0	1
XB0608	0	1
XB0609	0	1
XB0610	0	1
XB0611	0	1
XB0612	0	1
XB0613	0	1
XB0614	0	1
XB0615	0	1
XB0616	0	1
XB0617	0	1
XB0618	0	1
XB0619	0	1
XB0620	0	1
XB0621	0	1
XB0622	0	1
XB0623	0	1
XB0624	0	1
XB0625	0	1
XB0626	0	1
XB0627	0	1
XB0628	0	1
XB0629	0	1
XB0630	0	1
XB0631	0	1
XB0632	0	1
XB0633	0	1
XB0634	0	1
XB0635	0	1
XB0636	0	1
XB0637	0	1
XB0638	0	1
XB0639	0	1
XB0640	0	1
XB0641	0	1
XB0642	0	1
XB0643	0	1
XB0644	0	1
XB0645	0	1
XB0646	0	1
XB0647	0	1
XB0648	0	1
XB0649	0	1
XB0650	0	1
XB0651	0	1
XB0652	0	1
XB0653	0	1
XB0654	0	1
XB0655	0	1
XB0656	0	1
XB0657	0	1
XB0658	0	1
XB0659	0	1
XB0660	0	1
XB0661	0	1
XB0662	0	1
XB0663	0	1
XB0664	0	1
XB0665	0	1
XB0666	0	1
XB0667	0	1
XB0668	0	1
XB0669	0	1
XB0670	0	1
XB0671	0	1
XB0672	0	1
XB0673	0	1
XB0674	0	1
XB0675	0	1
XB0676	0	1
XB0677	0	1
XB0679	0	1
XB0680	0	1
XB0681	0	1
XB0682	0	1
XB0683	0	1
XB0684	0	1
XB0685	0	1
XB0686	0	1
XB0687	0	1
XB0688	0	1
XB0689	0	1
XB0690	0	1
XB0691	0	1
XB0692	0	1
XB0693	0	1
XB0694	0	1
XB0695	0	1
XB0696	0	1
XB0697	0	1
XB0698	0	1
XB0699	0	1
XB0700	0	1
XB0701	0	1
XB0702	0	1
XB0703	0	1
XB0704	0	1
XB0705	0	1
XB0706	0	1
XB0707	0	1
XB0708	0	1
XB0709	0	1
XB0710	0	1
XB0711	0	1
XB0712	0	1
XB0713	0	1
XB0714	0	1
XB0715	0	1
XB0716	0	1
XB0717	0	1
XB0718	0	1
XB0719	0	1
XB0720	0	1
XB0721	0	1
XB0722	0	1
XB0723	0	1
XB0724	0	1
XB0725	0	1
XB0726	0	1
XB0727	0	1
XB0728	0	1
XB0729	0	1
XB0730	0	1
XB0731	0	1
XB0732	0	1
XB0733	0	1
XB0734	0	1
XB0735	0	1
XB0736	0	1
XB0737	0	1
XB0738	0	1
XB0739	0	1
XB0740	0	1
XB0741	0	1
XB0742	0	1
XB0743	0	1
XB0744	0	1
XB0745	0	1
XB0746	0	1
XB0747	0	1
XB0748	0	1
XB0749	0	1
XB0750	0	1
XB0751	0	1
XB0752	0	1
XB0753	0	1
XB0754	0	1
XB0755	0	1
XB0756	0	1
XB0757	0	1
XB0758	0	1
XB0759	0	1
XB0760	0	1
XB0761	0	1
XB0762	0	1
XB0763	0	1
XB0764	0	1
XB0765	0	1
XB0766	0	1
XB0767	0	1
XB0768	0	1
XB0769	0	1
XB0770	0	1
XB0771	0	1
XB0772	0	1
XB0773	0	1
XB0774	0	1
XB0775	0	1
XB0776	0	1
XB0777	0	1
XB0778	0	1
XB0779	0	1
XB0780	0	1
XB0781	0	1
XB0782	0	1
XB0783	0	1
XB0784	0	1
XB0785	0	1
XB0786	0	1
XB0787	0	1
XB0788	0	1
XB0789	0	1
XB0790	0	1
XB0791	0	1
XB0792	0	1
XB0793	0	1
XB0794	0	1
XB0795	0	1
XB0797	0	1
XB0798	0	1
XB0799	0	1
XB0800	0	1
XB0801	0	1
XB0802	0	1
XB0803	0	1
XB0804	0	1
XB0805	0	1
XB0806	0	1
XB0807	0	1
XB0808	0	1
XB0809	0	1
XB0810	0	1
XB0811	0	1
XB0813	0	1
XB0814	0	1
XB0815	0	1
XB0816	0	1
XB0817	0	1
XB0818	0	1
XB0819	0	1
XB0820	0	1
XB0821	0	1
XB0822	0	1
XB0823	0	1
XB0824	0	1
XB0825	0	1
XB0826	0	1
XB0827	0	1
XB0828	0	1
XB0829	0	1
XB0830	0	1
XB0831	0	1
XB0832	0	1
XB0833	0	1
XB0834	0	1
XB0835	0	1
XB0836	0	1
XB0837	0	1
XB0838	0	1
XB0839	0	1
XB0840	0	1
XB0841	0	1
XB0842	0	1
XB0843	0	1
XB0844	0	1
XB0845	0	1
XB0846	0	1
XB0847	0	1
XB0848	0	1
XB0849	0	1
XB0850	0	1
XB0851	0	1
XB0852	0	1
XB0853	0	1
XB0854	0	1
XB0855	0	1
XB0856	0	1
XB0857	0	1
XB0858	0	1
XB0859	0	1
XB0860	0	1
XB0861	0	1
XB0862	0	1
XB0863	0	1
XB0864	0	1
XB0865	0	1
XB0866	0	1
XB0867	0	1
XB0868	0	1
XB0869	0	1
XB0870	0	1
XB0871	0	1
XB0872	0	1
XB0873	0	1
XB0874	0	1
XB0875	0	1
XB0876	0	1
XB0877	0	1
XB0878	0	1
XB0879	0	1
XB0880	0	1
XB0881	0	1
XB0882	0	1
XB0883	0	1
XB0884	0	1
XB0885	0	1
XB0886	0	1
XB0887	0	1
XB0888	0	1
XB0889	0	1
XB0890	0	1
XB0892	0	1
XB0893	0	1
XB0894	0	1
XB0895	0	1
XB0896	0	1
XB0897	0	1
XB0898	0	1
XB0899	0	1
XB0900	0	1
XB0901	0	1
XB0902	0	1
XB0903	0	1
XB0904	0	1
XB0905	0	1
XB0906	0	1
XB0907	0	1
XB0908	0	1
XB0909	0	1
XB0910	0	1
XB0911	0	1
XB0912	0	1
XB0913	0	1
XB0914	0	1
XB0915	0	1
XB0916	0	1
XB0917	0	1
XB0918	0	1
XB0919	0	1
XB0920	0	1
XB0921	0	1
XB0922	0	1
XB0923	0	1
XB0924	0	1
XB0925	0	1
XB0926	0	1
XB0927	0	1
XB0928	0	1
XB0929	0	1
XB0930	0	1
XB0931	0	1
XB0932	0	1
XB0933	0	1
XB0934	0	1
XB0935	0	1
XB0936	0	1
XB0937	0	1
XB0938	0	1
XB0939	0	1
XB0940	0	1
XB0941	0	1
XB0942	0	1
XB0943	0	1
XB0944	0	1
XB0945	0	1
XB0946	0	1
XB0947	0	1
XB0948	0	1
XB0949	0	1
XB0950	0	1
XB0951	0	1
XB0952	0	1
XB0953	0	1
XB0954	0	1
XB0955	0	1
XB0956	0	1
XB0957	0	1
XB0958	0	1
XB0959	0	1
XB0960	0	1
XB0961	0	1
XB0962	0	1
XB0963	0	1
XB0964	0	1
XB0965	0	1
XB0966	0	1
XB0967	0	1
XB0968	0	1
XB0969	0	1
XB0970	0	1
XB0971	0	1
XB0972	0	1
XB0973	0	1
XB0974	0	1
XB0975	0	1
XB0976	0	1
XB0977	0	1
XB0978	0	1
XB0979	0	1
XB0980	0	1
XB0981	0	1
XB0982	0	1
XB0983	0	1
XB0984	0	1
XB0985	0	1
XB0986	0	1
XB0987	0	1
XB0988	0	1
XB0989	0	1
XB0990	0	1
XB0991	0	1
XB0992	0	1
XB0993	0	1
XB0994	0	1
XB0995	0	1
XB0996	0	1
XB0997	0	1
XB0998	0	1
XB0999	0	1
XB1000	0	1
LK0001	1	0
LK0002	1	0
LK0003	1	0
LK0004	1	0
LK0005	1	0
LK0006	1	0
LK0007	1	0
LK0008	1	0
LK0009	1	0
LK0010	1	0
LK0011	1	0
LK0012	1	0
LK0013	1	0
LK0014	1	0
LK0015	1	0
LK0016	1	0
LK0017	1	0
LK0018	1	0
LK0019	1	0
LK0020	1	0
LK0021	1	0
LK0022	1	0
LK0023	1	0
LK0024	1	0
LK0025	1	0
LK0026	1	0
LK0027	1	0
LK0028	1	0
LK0029	1	0
LK0030	1	0
LK0031	1	0
LK0032	1	0
LK0033	1	0
LK0034	1	0
LK0035	1	0
LK0036	1	0
LK0037	1	0
LK0038	1	0
LK0039	1	0
LK0040	1	0
LK0041	1	0
LK0045	1	0
LK0046	1	0
LK0047	1	0
LK0048	1	0
LK0049	1	0
LK0050	1	0
LK0051	1	0
LK0052	1	0
LK0053	1	0
LK0054	1	0
LK0055	1	0
LK0056	1	0
LK0057	1	0
LK0058	1	0
LK0059	1	0
LK0060	1	0
LK0061	1	0
LK0062	1	0
LK0063	1	0
LK0064	1	0
LK0065	1	0
LK0066	1	0
LK0067	1	0
LK0068	1	0
LK0069	1	0
LK0070	1	0
LK0073	1	0
LK0074	1	0
LK0075	1	0
LK0076	1	0
LK0077	1	0
LK0078	1	0
LK0081	1	0
LK0082	1	0
LK0083	1	0
LK0084	1	0
LK0085	1	0
LK0086	1	0
LK0087	1	0
LK0088	1	0
LK0089	1	0
LK0090	1	0
LK0091	1	0
LK0092	1	0
LK0093	1	0
LK0094	1	0
LK0095	1	0
LK0096	1	0
LK0097	1	0
LK0098	1	0
LK0100	1	0
LK0101	1	0
LK0102	1	0
LK0103	1	0
LK0104	1	0
LK0105	1	0
LK0106	1	0
LK0107	1	0
LK0108	1	0
LK0109	1	0
LK0110	1	0
LK0111	1	0
LK0112	1	0
LK0113	1	0
LK0114	1	0
LK0115	1	0
LK0117	1	0
LK0118	1	0
LK0119	1	0
LK0120	1	0
LK0121	1	0
LK0122	1	0
LK0123	1	0
LK0124	1	0
LK0125	1	0
LK0126	1	0
LK0127	1	0
LK0128	1	0
LK0129	1	0
LK0130	1	0
LK0131	1	0
LK0132	1	0
LK0133	1	0
LK0134	1	0
LK0135	1	0
LK0137	1	0
LK0138	1	0
LK0139	1	0
LK0141	1	0
LK0143	1	0
LK0144	1	0
LK0145	1	0
LK0146	1	0
LK0147	1	0
LK0148	1	0
LK0149	1	0
LK0150	1	0
LK0151	1	0
LK0152	1	0
LK0153	1	0
LK0154	1	0
LK0155	1	0
LK0156	1	0
LK0157	1	0
LK0158	1	0
LK0159	1	0
LK0160	1	0
LK0161	1	0
LK0162	1	0
LK0163	1	0
LK0164	1	0
LK0165	1	0
LK0167	1	0
LK0168	1	0
LK0169	1	0
LK0170	1	0
LK0171	1	0
LK0172	1	0
LK0173	1	0
LK0174	1	0
LK0175	1	0
LK0176	1	0
LK0177	1	0
LK0178	1	0
LK0179	1	0
LK0180	1	0
LK0181	1	0
LK0183	1	0
LK0184	1	0
LK0185	1	0
LK0186	1	0
LK0187	1	0
LK0188	1	0
LK0189	1	0
LK0190	1	0
LK0191	1	0
LK0192	1	0
LK0193	1	0
LK0194	1	0
LK0195	1	0
LK0196	1	0
LK0197	1	0
LK0198	1	0
LK0199	1	0
LK0200	1	0
LK0201	1	0
LK0202	1	0
LK0203	1	0
LK0204	1	0
LK0205	1	0
LK0206	1	0
LK0207	1	0
LK0208	1	0
LK0209	1	0
LK0210	1	0
LK0211	1	0
LK0212	1	0
LK0213	1	0
LK0214	1	0
LK0215	1	0
LK0216	1	0
LK0217	1	0
LK0218	1	0
LK0219	1	0
LK0220	1	0
LK0221	1	0
LK0223	1	0
LK0224	1	0
LK0225	1	0
LK0226	1	0
LK0227	1	0
LK0228	1	0
LK0230	1	0
LK0231	1	0
LK0232	1	0
LK0234	1	0
LK0235	1	0
LK0236	1	0
LK0237	1	0
LK0238	1	0
LK0239	1	0
LK0240	1	0
LK0241	1	0
LK0242	1	0
LK0243	1	0
LK0244	1	0
LK0245	1	0
LK0246	1	0
LK0247	1	0
LK0248	1	0
LK0249	1	0
LK0250	1	0
LK0251	1	0
LK0252	1	0
LK0253	1	0
LK0254	1	0
LK0255	1	0
LK0256	1	0
LK0257	1	0
LK0258	1	0
LK0259	1	0
LK0260	1	0
LK0261	1	0
LK0262	1	0
LK0263	1	0
LK0264	1	0
LK0265	1	0
LK0266	1	0
LK0267	1	0
LK0268	1	0
LK0269	1	0
LK0270	1	0
LK0271	1	0
LK0272	1	0
LK0273	1	0
LK0274	1	0
LK0275	1	0
LK0276	1	0
LK0277	1	0
LK0278	1	0
LK0279	1	0
LK0280	1	0
LK0281	1	0
LK0282	1	0
LK0283	1	0
LK0284	1	0
LK0285	1	0
LK0286	1	0
LK0288	1	0
LK0289	1	0
LK0290	1	0
